,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
1925,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Ganesh Travels,A/C Seater / Sleeper (2+1),22:00,06h 20m,04:20,2.9,400,25
1926,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Kalpana Travels Pvt. Ltd.,NON AC Seater / Sleeper 2+1,22:00,05h 30m,03:30,2.8,450,34
1927,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Kalpana Travels Pvt. Ltd.,NON AC Seater / Sleeper 2+1,18:00,05h 30m,23:30,2.8,450,33
1928,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Priya Bus Service,AC Seater (2+2),16:00,05h 00m,21:00,2.0,399,39
1929,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Shree Balaji travels SBG,A/C Seater (2+3),07:55,05h 00m,12:55,2.7,400,54
1930,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Priya Bus Service,Non AC Seater (2+3),15:50,05h 00m,20:50,1.9,350,45
1931,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Intercity Travels Indore,A/C Sleeper (2+1),20:30,04h 00m,00:30,2.1,980,17
1932,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Mahakal Laxmi Travels,A/C Seater (2+3),12:25,04h 35m,17:00,1.4,304.76,47
1933,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,A One Travel Agency,Bharat Benz A/C Seater /Sleeper (2+1),21:15,04h 55m,02:10,2.0,700,38
1934,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,CHANDRAWAT TRAVELS,AC Seater (2+3),16:20,05h 10m,21:30,1.0,350,50
1935,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Ganesh Travels,NON A/C Seater/ Sleeper (2+1),22:00,06h 00m,04:00,2.0,350,37
1936,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,New shiv mahima travels express & cargo,NON A/C Sleeper (2+1),20:15,04h 50m,01:05,4.1,600,30
1937,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Ansari Travels,NON A/C Sleeper (2+1),22:00,04h 21m,02:21,2.2,650,30
1938,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,A One Travel Agency,A/C Seater / Sleeper (2+1),19:30,04h 44m,00:14,2.0,800,33
1939,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Gajraj bus service,Bharat Benz A/C Sleeper (2+1),22:30,05h 00m,03:30,1.5,1400,10
1940,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Hans Travels (I) Private Limited,Volvo Multi-Axle A/C Sleeper (2+1),22:00,05h 15m,03:15,3.2,1200,29
1941,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Chouhan travels and Cargo,NON A/C Sleeper (2+1),22:00,05h 00m,03:00,3.2,700,36
1942,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Ganesh Travels,A/C Seater / Sleeper (2+1),21:15,05h 00m,02:15,2.9,1500,36
1943,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Ganesh Travels,A/C Seater / Sleeper (2+1),21:30,05h 00m,02:30,2.9,700,34
1944,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Shree Balaji travels SBG,A/C Seater (2+3),08:00,04h 45m,12:45,2.7,400,55
1945,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,A One Travel Agency,Non A/C Seater / Sleeper (2+1),21:00,05h 30m,02:30,2.0,350,39
1946,Jaipur (Rajasthan) to Kota(Rajasthan),https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Intercity Travels Indore,NON A/C Sleeper (2+1),19:00,04h 00m,23:00,2.1,600,14
1947,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,RSRTC - 184952,Express Non AC Seater 2+3,09:20,05h 10m,14:30,4.3,212,42
1948,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,RSRTC - 184042,Express Non AC Seater 2+3,10:20,04h 25m,14:45,4.3,212,42
1949,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,RSRTC - 174531,Express Non AC Seater 2+3,13:00,05h 30m,18:30,4.3,212,42
1950,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,RSRTC - 188345,Super Luxury Volvo AC Seater Pushback 2+2,13:45,03h 45m,17:30,4.2,438,18
1951,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,RSRTC - 153984,Express Non AC Seater 2+3,14:00,05h 00m,19:00,4.3,212,42
1952,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,RSRTC - 183015,Express Non AC Seater 2+3,14:35,04h 55m,19:30,4.3,212,42
1953,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,RSRTC - 166605,Express Non AC Seater 2+3,15:10,05h 20m,20:30,4.3,212,42
1954,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,RSRTC - 174532,Express Non AC Seater 2+3,16:00,04h 45m,20:45,4.3,212,42
1955,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,RSRTC - 163483,Express Non AC Seater 2+3,16:45,05h 00m,21:45,4.3,212,42
1956,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,RSRTC - 158796,Super Luxury Volvo AC Seater Pushback 2+2,17:15,03h 45m,21:00,4.4,438,19
1957,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,CHANDRA RAJ TRAVELS,NON AC Seater / Sleeper 2+1,08:45,04h 45m,13:30,3.2,340,40
1958,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,CHANDRA RAJ TRAVELS,NON AC Seater / Sleeper 2+1,08:45,04h 30m,13:15,3.2,360,36
1959,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,09:00,04h 50m,13:50,3.8,360,49
1960,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,12:30,04h 50m,17:20,3.8,350,49
1961,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,CHANDRA RAJ TRAVELS,NON AC Seater / Sleeper 2+1,14:35,05h 30m,20:05,3.2,360,34
1962,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Jain travels regd,A/C Seater / Sleeper (2+1),15:20,04h 40m,20:00,4.3,460,39
1963,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,16:30,06h 10m,22:40,3.8,350,42
1964,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:40,03h 20m,21:00,4.6,475,46
1965,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),18:10,03h 30m,21:40,4.7,550,20
1966,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Hans Travels (I) Private Limited,A/C Sleeper (2+1),18:45,04h 30m,23:15,3.2,400,20
1967,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,M R Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),18:45,04h 00m,22:45,4.0,650,36
1968,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Jain travels regd,A/C Seater / Sleeper (2+1),19:15,04h 05m,23:20,3.8,400,40
1969,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Gajraj Travels,NON A/C Seater/ Sleeper (2+1),20:45,04h 30m,01:15,4.5,400,40
1970,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Gajraj Travels,Non A/C Seater / Sleeper (2+1),21:30,04h 30m,02:00,4.5,400,42
1971,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,M R Travels,NON A/C Seater/ Sleeper (2+1),21:45,04h 45m,02:30,4.4,360,32
1972,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Gajraj Travels,NON A/C Seater/ Sleeper (2+1),22:30,05h 20m,03:50,4.5,360,34
1973,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),23:00,04h 45m,03:45,3.2,460,40
1974,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,23:00,05h 40m,04:40,3.8,360,42
1975,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,23:30,04h 50m,04:20,3.8,360,44
1976,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Gajraj Travels,Non A/C Seater / Sleeper (2+1),23:34,05h 16m,04:50,4.5,360,20
1977,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),23:45,05h 00m,04:45,3.2,460,38
1978,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Jakhar Travels,A/C Seater / Sleeper (2+1),23:45,04h 45m,04:30,3.8,401,40
1979,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Shri Mahadev Travelss,Non A/C Seater / Sleeper (2+1),08:30,04h 30m,13:00,2.9,410,12
1980,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Ashok Travels,Non A/C Seater / Sleeper (2+1),15:30,06h 15m,21:45,2.8,650,41
1981,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Jai Shankar Travels,NON A/C Sleeper (2+1),23:30,07h 00m,06:30,0.0,500,31
1982,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Jain travels regd,A/C Seater / Sleeper (2+1),23:35,04h 40m,04:15,2.4,460,33
1983,Pali (Rajasthan) to Udaipur,https://www.redbus.in/bus-tickets/pali-to-udaipur,Laxmi traveller,A/C Seater / Sleeper (2+1),23:55,05h 20m,05:15,2.2,400,28
1984,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,RSRTC - 188347,Super Luxury Volvo AC Seater Pushback 2+2,11:30,03h 20m,14:50,3.9,438,17
1985,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,RSRTC - 190115,Express Non AC Seater 2+3,12:00,05h 15m,17:15,4.4,212,42
1986,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,RSRTC - 169076,Express Non AC Seater 2+3,12:10,05h 05m,17:15,4.4,212,42
1987,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,RSRTC - 184043,Express Non AC Seater 2+3,12:45,04h 15m,17:00,4.4,212,42
1988,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,RSRTC - 183203,Express Non AC Seater 2+3,13:30,04h 45m,18:15,4.4,212,42
1989,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,RSRTC - 183141,Express Non AC Seater 2+3,14:35,04h 45m,19:20,4.4,212,42
1990,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,RSRTC - 157454,Super Luxury Volvo AC Seater Pushback 2+2,16:00,03h 30m,19:30,4.5,438,21
1991,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,RSRTC - 193271,Express Non AC Seater 2+3,19:30,04h 45m,00:15,4.4,212,42
1992,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,RSRTC - 189622,Express Non AC Seater 2+3,22:00,04h 25m,02:25,4.4,212,42
1993,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),12:50,03h 35m,16:25,4.4,550,15
1994,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain travels regd,A/C Seater / Sleeper (2+1),13:45,04h 40m,18:25,4.4,500,38
1995,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain travels regd,NON AC Seater / Sleeper 2+1,16:00,04h 40m,20:40,3.6,300,49
1996,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,03h 35m,20:35,4.5,550,23
1997,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,03h 50m,21:00,4.9,475,48
1998,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain travels regd,AC Sleeper (2+1),17:45,04h 10m,21:55,3.8,600,27
1999,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Rishabh Travels Milan,A/C Seater / Sleeper (2+1),21:00,03h 25m,00:25,4.4,667,38
2000,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,R.S.Sodha Travels,A/C Seater / Sleeper (2+1),21:00,05h 00m,02:00,3.6,600,39
2001,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain travels regd,A/C Seater / Sleeper (2+1),21:30,05h 25m,02:55,3.8,460,40
2002,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain travels regd,NON AC Seater / Sleeper 2+1,22:00,04h 40m,02:40,3.8,300,49
2003,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Kalpana Travels,NON AC Seater / Sleeper 2+1,22:00,04h 34m,02:34,3.2,350,32
2004,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain travels regd,NON AC Seater / Sleeper 2+1,22:15,04h 45m,03:00,3.8,350,35
2005,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain Travels Regd Udaipur,NON AC Seater / Sleeper 2+1,07:56,04h 14m,12:10,2.4,300,44
2006,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain Parshwanath Travels,A/C Sleeper (2+1),08:31,04h 48m,13:19,2.4,599.05,36
2007,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain Parshwanath Travels,A/C Seater / Sleeper (2+1),11:10,05h 30m,16:40,2.9,440,30
2008,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain Travels Regd Udaipur,A/C Sleeper (2+1),17:45,04h 10m,21:55,2.4,600,34
2009,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Ravi Travels,Non A/C Seater / Sleeper (2+1),21:30,05h 45m,03:15,2.7,400,45
2010,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Shrinath travel agency,AC Sleeper (2+1),22:00,04h 00m,02:00,2.9,550,36
2011,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain Parshwanath Travels,NON AC Seater / Sleeper 2+1,22:15,05h 30m,03:45,2.9,600,34
2012,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Chandra Travels (Apex Chandra Pvt Ltd),NON AC Seater / Sleeper 2+1,22:30,04h 30m,03:00,2.2,350,36
2013,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Jain Parshwanath Travels,A/C Seater / Sleeper (2+1),22:31,04h 48m,03:19,2.4,354.29,36
2014,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Ravi Travels,Non A/C Seater / Sleeper (2+1),23:00,05h 45m,04:45,2.7,400,45
2015,Udaipur to Pali (Rajasthan),https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,M R Travels,NON A/C Seater/ Sleeper (2+1),23:30,04h 30m,04:00,1.0,360,46
2016,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,RSRTC - 173850,Express Non AC Seater 2+3,09:25,06h 35m,16:00,3.7,252,42
2017,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,RSRTC - 158105,Express Non AC Seater 2+3,10:25,05h 05m,15:30,3.7,250,42
2018,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,RSRTC - 193273,Express Non AC Seater 2+3,11:00,04h 30m,15:30,3.7,250,42
2019,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,RSRTC - 184910,Express Non AC Seater 2+3,12:00,04h 25m,16:25,3.7,250,42
2020,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,RSRTC - 148713,Express Non AC Seater 2+3,14:15,04h 30m,18:45,3.7,250,42
2021,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,RSRTC - 192421,Express Non AC Seater 2+3,14:50,04h 25m,19:15,3.7,250,42
2022,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,RSRTC - 193700,Express Non AC Seater 2+3,16:15,04h 30m,20:45,3.7,250,42
2023,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,RSRTC - 189225,Super Luxury Volvo AC Seater Pushback 2+2,19:10,03h 50m,23:00,3.2,421,35
2024,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,M R Travels,Volvo Multi-Axle A/C seater/sleeper (2+1),09:00,02h 50m,11:50,3.8,666,60
2025,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Bhawani Travels,NON AC Seater / Sleeper 2+1,10:20,04h 00m,14:20,3.1,324,39
2026,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Sharma travel agency,A/C Seater / Sleeper (2+1),11:10,04h 30m,15:40,3.0,428,34
2027,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Milan Travels,A/C Seater / Sleeper (2+1),15:20,03h 10m,18:30,4.6,523,25
2028,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,RATHORE TRAVELS AGENCY,A/C Semi Sleeper (2+2),15:30,03h 20m,18:50,4.9,450,28
2029,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Milan Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:20,03h 55m,20:15,4.6,714,32
2030,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Milan Travels,A/C Seater / Sleeper (2+1),17:20,03h 25m,20:45,4.6,523,23
2031,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Milan Travels,A/C Seater / Sleeper (2+1),19:01,03h 29m,22:30,4.0,523,28
2032,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Milan Travels,A/C Seater / Sleeper (2+1),20:10,03h 15m,23:25,4.5,523,30
2033,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Shree karni Travels,A/C Seater / Sleeper (2+1),22:45,05h 10m,03:55,3.8,381,40
2034,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Shree karni Travels,NON A/C Seater/ Sleeper (2+1),23:30,04h 10m,03:40,3.2,350,42
2035,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Amar Travels,A/C Seater / Sleeper (2+1),23:30,04h 30m,04:00,3.5,429,43
2036,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Amar Travels,A/C Seater / Sleeper (2+1),23:35,04h 30m,04:05,3.5,300,43
2037,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,RATHORE TRAVELS AGENCY,A/C Seater / Sleeper (2+1),23:55,04h 35m,04:30,4.1,400,28
2038,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Shri Shanti Travels,Bharat Benz A/C Seater (2+2),11:45,04h 20m,16:05,1.0,416,45
2039,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Shri Shanti Travels,AC Sleeper (2+1),12:15,04h 20m,16:35,1.0,509,34
2040,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Shri Shanti Travels,A/C Seater / Sleeper (2+1),13:01,03h 55m,16:56,1.0,416,44
2041,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Shree karni Travels,NON A/C Seater/ Sleeper (2+1),14:20,04h 10m,18:30,2.2,350,40
2042,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,New Deep Travels,Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),16:00,03h 10m,19:10,2.9,666.67,34
2043,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Rathore Travels Madho,A/C Seater / Sleeper (2+1),18:15,04h 00m,22:15,2.3,350,39
2044,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Rathore Travels Madho,NON AC Seater / Sleeper 2+1,20:15,03h 45m,00:00,1.3,300,37
2045,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Bhagwati Travel Agency,AC Sleeper (2+1),08:10,03h 10m,11:20,3.5,1249,36
2046,Sikar to Bikaner,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Bhagwati Travel Agency,AC Sleeper (2+1),08:25,03h 10m,11:35,3.5,1350,36
2047,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 184474,Express Non AC Seater 2+3,09:30,04h 00m,13:30,3.0,205,42
2048,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 168941,Express Non AC Seater 2+3,09:45,04h 10m,13:55,3.0,205,42
2049,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 183742,Express Non AC Seater 2+3,09:50,04h 10m,14:00,3.0,205,42
2050,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 184552,Express Non AC Seater 2+3,10:10,04h 00m,14:10,3.0,205,42
2051,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 193454,Express Non AC Seater 2+3,10:20,--,10:20,3.0,205,42
2052,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 176644,Express Non AC Seater 2+3,10:35,04h 00m,14:35,3.0,205,42
2053,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 183722,Express Non AC Seater 2+3,10:40,04h 10m,14:50,3.0,205,46
2054,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 161577,Express Non AC Seater 2+3,11:00,04h 00m,15:00,3.0,205,42
2055,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 175869,Semi Deluxe Non AC Seater 2+2,11:30,04h 00m,15:30,3.0,223,35
2056,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 184383,Express Non AC Seater 2+3,11:32,04h 06m,15:38,3.0,205,42
2057,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 173420,Express Non AC Seater 2+3,11:40,04h 00m,15:40,3.0,205,42
2058,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 166743,Express Non AC Seater 2+3,12:50,05h 10m,18:00,3.0,205,42
2059,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 184103,Express Non AC Seater 2+3,13:10,03h 40m,16:50,3.0,205,42
2060,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 193523,A/C Seater / Sleeper (2+1),13:11,03h 44m,16:55,1.5,400,36
2061,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 154887,Express Non AC Seater 2+3,13:20,04h 00m,17:20,3.0,205,42
2062,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 185158,Express Non AC Seater 2+3,13:25,04h 00m,17:25,3.0,205,42
2063,Jaipur (Rajasthan) to Bharatpur,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,RSRTC - 193748,Semi Deluxe Non AC Seater 2+2,13:31,04h 09m,17:40,0.0,223,35
